GEOID,POPULATION,WORK AVAILABILITY,EDUCATION,SIGNAL
15000US060371042042,587,0.684412266,0.622779974,0.27977606
15000US060371043101,645,0.695736434,0.545945419,0.175257854
15000US060371043102,868,0.652937788,0.554442815,0.135126768
15000US060371043103,442,0.74321267,0.603038674,0.329209961
15000US060371043201,1269,0.747438928,0.594215938,0.320097284
15000US060371043202,396,0.766414141,0.563349515,0.292210775
15000US060371043203,502,0.655876494,0.542554217,0.12123405
15000US060371043204,324,0.675154321,0.618333333,0.260027863
15000US060371044011,691,0.685600579,0.562090395,0.187725453
15000US060371044012,904,0.696073009,0.602306273,0.264034153
15000US060371044031,669,0.679372197,0.575797101,0.200813934
15000US060371044032,508,0.655019685,0.632525,0.252923746
15000US060371044041,408,0.68504902,0.565738636,0.192656286
15000US060371044042,710,0.678169014,0.574010791,0.196524994
15000US060371045001,235,0.709574468,0.590379009,0
15000US060371045002,926,0.717602592,0.59064915,0.274399951
15000US060371046101,905,0.716574586,0.569340491,0.238640713
15000US060371046102,404,0.694925743,0.576236559,0.221673092
15000US060371046201,423,0.71749409,0.561919771,0.22782762
15000US060371046202,818,0.707823961,0.574109149,0.235021835
15000US060371047011,552,0.741394928,0.593826291,0.311357448
15000US060371047012,503,0.796222664,0.543486239,0.294411377
15000US060371047013,326,0.723159509,0.582733813,0.268900029
15000US060371047031,493,0.686105477,0.585618375,0.22472357
15000US060371047032,453,0.735651214,0.653812317,0.403068563
15000US060371047041,1761,0.7020159,0.618446215,0.297616502
15000US060371048101,453,0.667218543,0.598473804,0.219130644
15000US060371048102,371,0.631401617,0.570516129,0.13109088
15000US060371048103,1436,0.692200557,0.584756289,0.23141902
15000US060371048211,750,0.670333333,0.621927224,0.258739807
15000US060371048212,528,0.665246212,0.590881612,0.205096124
15000US060371048221,957,0.668234065,0.607203608,0.233638722
15000US060371060101,1107,0.714543812,0.636127509,0.343523608
15000US060371060201,983,0.681586979,0.600375191,0.241417827
15000US060371060202,1375,0.714363636,0.635013594,0.341473173
15000US060371061111,470,0.686170213,0.647659372,0.320692905
15000US060371061112,1172,0.660196246,0.644343551,0.277872693
15000US060371061121,761,0.673784494,0.632715517,0.279946454
15000US060371061122,1286,0.661547434,0.663257173,0.308015598
15000US060371061131,840,0.66875,0.657277487,0.309768461
15000US060371061132,419,0.647374702,0.628412943,0.236036359
15000US060371061141,2097,0.687052933,0.634111648,0.301015724
15000US060371061142,566,0.666961131,0.615087379,0.243741034
15000US060371064031,455,0.687362637,0.571996672,0.20529295
15000US060371064032,457,0.640043764,0.583656716,0.161139519
15000US060371064033,375,0.752,0.585826087,0.311991297
15000US060371064051,474,0.668776371,0.581566038,0.195762106
15000US060371064052,648,0.745756173,0.609051095,0.342763753
15000US060371064053,489,0.70194274,0.60117207,0.27020385
15000US060371064061,1245,0.667871486,0.650992152,0.299013002
15000US060371064062,230,0.67826087,0.632088167,0
15000US060371064063,380,0.663815789,0.624082569,0.252832609
15000US060371064071,675,0.639259259,0.608681424,0.196139627
15000US060371064072,346,0.690028902,0.610439189,0.268474753
15000US060371064081,1200,0.687916667,0.599874396,0.249201222
15000US060371064082,308,0.733766234,0.58036036,0.278898958
15000US060371065101,555,0.660810811,0.673170455,0.321669849
15000US060371065102,505,0.625247525,0.661981506,0.251991211
15000US060371065103,620,0.640725806,0.678753224,0.299273397
15000US060371065201,953,0.645855194,0.605083579,0.199948651
15000US060371065202,658,0.691869301,0.584582744,0.23071229
15000US060371065203,585,0.714957265,0.610478011,0.302811795
15000US060371066031,414,0.64794686,0.698277154,0.338806099
15000US060371066032,434,0.699308756,0.784539411,0.55545662
15000US060371066041,122,0.758196721,0.626281407,0
15000US060371066042,949,0.674920969,0.630985915,0.278936774
15000US060371066043,443,0.68227991,0.565137615,0.188204168
15000US060371066044,404,0.724628713,0.618503119,0.329208014
15000US060371066411,610,0.693442623,0.749170951,0.489849787
15000US060371066421,320,0.6796875,0.678303249,0.358148692
15000US060371066422,123,0.776422764,0.729701046,0
15000US060371066423,437,0.602974828,0.654414169,0.208505089
15000US060371066431,819,0.698412698,0.770571566,0.531900872
15000US060371066432,299,0.789297659,0.765913313,0
15000US060371066433,219,0.70890411,0.737533981,0
15000US060371066451,456,0.716008772,0.718287596,0.478122155
15000US060371066452,535,0.689719626,0.74920839,0.483625789
15000US060371066461,471,0.713906582,0.695123411,0.437473957
15000US060371066462,483,0.653726708,0.645830583,0.270673083
15000US060371066481,1209,0.685483871,0.595030095,0.238434863
15000US060371066482,400,0.6875,0.58,0.217862979
15000US060371066491,426,0.726525822,0.603231084,0.306859869
15000US060371066492,589,0.685059423,0.695731573,0.393247532
15000US060371070101,1212,0.703176568,0.595970025,0.263635525
15000US060371070201,1930,0.701683938,0.625876079,0.308896515
15000US060371070202,453,0.671081678,0.648624031,0.300140542
15000US060371081011,689,0.644049347,0.744064994,0.39909711
15000US060371081021,906,0.697847682,0.764013365,0.520612085
15000US060371081031,350,0.665,0.776843882,0.483304719
15000US060371081032,356,0.658707865,0.795283721,0.49965329
15000US060371081041,510,0.666666667,0.774347826,0.482472934
15000US060371082011,647,0.695131376,0.755232625,0.502189999
15000US060371082012,790,0.642721519,0.779520707,0.448198631
15000US060371082021,1779,0.650505902,0.760037906,0.433320552
15000US060371091001,280,0.8,0.622987616,0
15000US060371091002,596,0.668624161,0.626103337,0.262634722
15000US060371092001,297,0.601851852,0.635127119,0
15000US060371092002,359,0.672005571,0.664041096,0.324825391
15000US060371092003,460,0.571195652,0.779294437,0.322325913
15000US060371093001,434,0.669930876,0.6368,0.280617827
15000US060371093002,557,0.690305206,0.643905759,0.320888699
15000US060371093003,290,0.700862069,0.683837429,0
15000US060371094001,310,0.688709677,0.649296066,0.32693622
15000US060371094002,327,0.630733945,0.652576065,0.246809862
15000US060371094003,529,0.784026465,0.599915374,0.379129957
15000US060371095001,701,0.705064194,0.595107143,0.264799046
15000US060371095002,630,0.688888889,0.601387195,0.2528621
15000US060371095003,518,0.74034749,0.602707483,0.324766057
15000US060371096011,506,0.71986166,0.62874739,0.33917695
15000US060371096012,313,0.680511182,0.646821192,0.311153056
15000US060371096013,631,0.633122029,0.625181518,0.211255024
15000US060371096014,517,0.711798839,0.625516796,0.322579382
15000US060371096031,386,0.76619171,0.633230769,0.412524684
15000US060371096032,659,0.646054628,0.642180645,0.254201844
15000US060371096033,510,0.646078431,0.63544837,0.244439514
15000US060371096041,403,0.612282878,0.6043,0.153113736
15000US060371096042,479,0.708768267,0.627507645,0.321487843
15000US060371096043,352,0.737926136,0.628643478,0.36458638
15000US060371097001,726,0.649793388,0.687401392,0.325792918
15000US060371097002,410,0.612804878,0.65352381,0.221765347
15000US060371097003,383,0.700391645,0.678070796,0.38941325
15000US060371098001,445,0.642696629,0.625444444,0.22511787
15000US060371098002,382,0.637434555,0.661182573,0.269015171
15000US060371098003,467,0.676659529,0.651799762,0.313129413
15000US060371098004,599,0.649833055,0.625299539,0.23495899
15000US060371111001,584,0.675513699,0.663944444,0.329925271
15000US060371111002,412,0.670509709,0.662989196,0.320999502
15000US060371112011,256,0.66015625,0.689061433,0
15000US060371112012,502,0.654880478,0.642618613,0.267613683
15000US060371112013,204,0.636029412,0.726397749,0
15000US060371112021,462,0.759199134,0.688583411,0.497203384
15000US060371112022,323,0.685758514,0.696926782,0.396189107
15000US060371112023,703,0.711237553,0.677169505,0.404533844
15000US060371112041,555,0.731981982,0.777153067,0.601014306
15000US060371112042,643,0.695956454,0.741421988,0.481944834
15000US060371112043,335,0.699253731,0.71295302,0.442613546
15000US060371112051,655,0.737022901,0.704134078,0.488624221
15000US060371112052,253,0.68083004,0.716523517,0
15000US060371112053,669,0.588938714,0.676931818,0.217685843
15000US060371112061,362,0.764502762,0.701121951,0.527019365
15000US060371112062,263,0.725285171,0.715980066,0
15000US060371112063,174,0.725574713,0.713587361,0
15000US060371112064,157,0.616242038,0.712440571,0
15000US060371112065,286,0.634615385,0.69325054,0
15000US060371113011,449,0.689309577,0.663363995,0.3496549
15000US060371113012,805,0.718012422,0.706946309,0.463022449
15000US060371113013,706,0.65509915,0.65589803,0.287524109
15000US060371113014,584,0.61515411,0.709445074,0.3027045
15000US060371113021,415,0.742771084,0.69197074,0.477391578
15000US060371113022,1462,0.702975376,0.734223907,0.482268969
15000US060371114001,900,0.675,0.706250852,0.393476945
15000US060371114002,936,0.62633547,0.671851625,0.267537371
15000US060371114003,1133,0.655119153,0.632338889,0.252790837
15000US060371131011,366,0.642759563,0.703485555,0.338188006
15000US060371131012,514,0.690175097,0.664676985,0.352989158
15000US060371131021,529,0.688563327,0.748837209,0.481098903
15000US060371131022,402,0.739427861,0.719175162,0.517488521
15000US060371132111,523,0.740917782,0.716939351,0.516170813
15000US060371132112,503,0.622266402,0.720282309,0.329258381
15000US060371132121,344,0.639534884,0.725532436,0.36483605
15000US060371132122,786,0.646310433,0.69935462,0.337800871
15000US060371132131,889,0.655230596,0.69900142,0.351330562
15000US060371132132,798,0.621240602,0.679491133,0.270517174
15000US060371132311,325,0.706923077,0.731913747,0.485119067
15000US060371132312,126,0.73015873,0.698114943,0
15000US060371132321,470,0.687234043,0.741745636,0.467879906
15000US060371132322,679,0.689617084,0.684031339,0.382216049
15000US060371132331,585,0.740598291,0.580762712,0.288500793
15000US060371132332,1125,0.629555556,0.599067584,0.169204012
15000US060371132333,1604,0.646508728,0.635775862,0.245532259
15000US060371132341,180,0.726388889,0.628233173,0
15000US060371132342,1371,0.682713348,0.658171905,0.33181539
15000US060371132351,589,0.645585739,0.652851406,0.269039807
15000US060371132371,743,0.704576043,0.682901408,0.403469813
15000US060371132372,285,0.631578947,0.691347271,0
15000US060371133011,137,0.611313869,0.765416667,0
15000US060371133012,515,0.684466019,0.71492201,0.421902683
15000US060371133031,532,0.663533835,0.696376005,0.360479423
15000US060371133032,558,0.633960573,0.634259567,0.225398339
15000US060371133211,1794,0.657469342,0.70642409,0.365847084
15000US060371133212,605,0.621487603,0.76,0.383591965
15000US060371133221,553,0.631555154,0.731912105,0.360870928
15000US060371133222,815,0.688343558,0.677367481,0.36992239
15000US060371134011,505,0.663861386,0.674377417,0.328099878
15000US060371134012,632,0.684335443,0.645072142,0.314028574
15000US060371134013,663,0.67571644,0.701945556,0.388064167
15000US060371134211,891,0.691077441,0.610022831,0.269268331
15000US060371134212,652,0.674846626,0.641304707,0.294515563
15000US060371134213,1151,0.643570808,0.641203852,0.249193308
15000US060371134221,566,0.629858657,0.699051864,0.311456705
15000US060371134222,938,0.676439232,0.642394504,0.298476378
15000US060371134223,447,0.667785235,0.648677184,0.295404629
15000US060371134224,320,0.70078125,0.607948718,0.279327414
15000US060371151011,507,0.76183432,0.761333333,0.626123063
15000US060371151012,397,0.706549118,0.752367893,0.517053187
15000US060371151013,316,0.685917722,0.689733978,0.385326679
15000US060371151031,1766,0.82191393,0.737063492,0.684217596
15000US060371151041,133,0.727443609,0.724965636,0
15000US060371151042,2100,0.69952381,0.711699305,0.441071927
15000US060371152011,1850,0.759459459,0.682954714,0.487978872
15000US060371152012,839,0.705005959,0.686079027,0.409176879
15000US060371152013,1090,0.738073394,0.700590278,0.484399051
15000US060371152021,898,0.655345212,0.687586912,0.334662459
15000US060371152022,826,0.707021792,0.7096875,0.449887429
15000US060371152023,735,0.640816327,0.677428268,0.29749942
15000US060371153011,420,0.707142857,0.719194098,0.4652224
15000US060371153012,885,0.711299435,0.71832887,0.47056936
15000US060371153021,1700,0.700147059,0.636878109,0.324079908
15000US060371154011,1056,0.68655303,0.679724828,0.370835938
15000US060371154012,1181,0.706392887,0.655472018,0.362623051
15000US060371154031,1449,0.715493444,0.650491118,0.368031743
15000US060371154041,542,0.75599631,0.65783032,0.439870717
15000US060371154042,624,0.697115385,0.652733161,0.344625801
15000US060371171011,867,0.720011534,0.709303571,0.470028421
15000US060371171012,1220,0.648770492,0.700808328,0.34380017
15000US060371171021,422,0.76007109,0.612068311,0.367566179
15000US060371171022,647,0.658809892,0.658280591,0.296541431
15000US060371172011,1132,0.690150177,0.627927845,0.295826869
15000US060371172012,394,0.740482234,0.689643917,0.469943542
15000US060371172021,444,0.664414414,0.681274131,0.339260766
15000US060371172022,418,0.673444976,0.678158348,0.348391734
15000US060371173011,588,0.619047619,0.72500446,0.33062061
15000US060371173012,508,0.668307087,0.677237991,0.3391585
15000US060371173013,382,0.647251309,0.688452951,0.3233901
15000US060371173021,355,0.666197183,0.71874613,0.398223365
15000US060371173022,492,0.691056911,0.701858513,0.412182349
15000US060371173023,148,0.682432432,0.730666667,0
15000US060371173024,739,0.693504736,0.652421525,0.338830713
15000US060371173031,613,0.671696574,0.671278195,0.335312202
15000US060371173032,839,0.661501788,0.652989474,0.292649239
15000US060371174041,541,0.689001848,0.672366483,0.363165816
15000US060371174042,291,0.722508591,0.653160763,0
15000US060371174043,608,0.731907895,0.638751123,0.37272757
15000US060371174051,1486,0.703230148,0.596217822,0.264099938
15000US060371174071,1581,0.746521189,0.578185012,0.291914204
15000US060371174081,1233,0.705190592,0.616345455,0.298701997
15000US060371175101,1511,0.723527465,0.581815182,0.267885945
15000US060371175201,1628,0.689189189,0.600562546,0.25198877
15000US060371175301,986,0.713995943,0.598141732,0.281651178
15000US060371175302,1704,0.677816901,0.64378932,0.302599156
15000US060371190011,796,0.680904523,0.621035156,0.272179781
15000US060371190012,340,0.640441176,0.668737864,0.284391145
15000US060371190013,424,0.651533019,0.635051546,0.251664064
15000US060371190021,506,0.649209486,0.588459959,0.180212271
15000US060371190022,775,0.656774194,0.60862117,0.220062797
15000US060371190023,204,0.644607843,0.603055556,0
15000US060371190024,594,0.667087542,0.600928382,0.222642093
15000US060371190025,626,0.609025559,0.609355993,0.155615712
15000US060371192011,385,0.638961039,0.606603325,0.192740057
15000US060371192012,559,0.693202147,0.689026128,0.395537991
15000US060371192013,747,0.647925033,0.627553763,0.235561455
15000US060371192021,345,0.674637681,0.59358209,0.221698376
15000US060371192022,456,0.708333333,0.604291045,0.283833071
15000US060371192023,370,0.665540541,0.594635569,0.211115123
15000US060371192024,574,0.729094077,0.620359613,0.338477324
15000US060371193101,784,0.683354592,0.638351759,0.302259781
15000US060371193102,667,0.656296852,0.588576598,0.189778395
15000US060371193201,1817,0.678591084,0.635319481,0.290776257
15000US060371193401,1674,0.679360812,0.591426887,0.224715182
15000US060371193411,1029,0.674441205,0.646654107,0.3020561
15000US060371193421,1225,0.679183673,0.613007457,0.257492248
15000US060371194001,366,0.746584699,0.630592334,0.380123374
15000US060371194002,596,0.680369128,0.613827586,0.2603858
15000US060371194003,367,0.651907357,0.643366337,0.264408286
15000US060371194004,562,0.705960854,0.596586826,0.268353716
15000US060371197001,451,0.700110865,0.728717277,0.468848486
15000US060371197002,612,0.669934641,0.69863,0.373920071
15000US060371197003,590,0.704661017,0.625903479,0.313136762
15000US060371198001,378,0.654100529,0.571012658,0.160990504
15000US060371198002,544,0.689338235,0.609205397,0.26560952
15000US060371198003,381,0.61351706,0.652357143,0.22120149
15000US060371198004,889,0.643419573,0.666741683,0.285984419
15000US060371198005,210,0.7,0.629277108,0
15000US060371199001,549,0.655737705,0.60972973,0.220279238
15000US060371199002,733,0.676671214,0.658125,0.322786853
15000US060371199003,147,0.591836735,0.602173913,0
15000US060371199004,327,0.651376147,0.602953488,0.204347817
15000US060371200101,678,0.709070796,0.632146508,0.329324031
15000US060371200102,362,0.664364641,0.647462687,0.288589634
15000US060371200201,1165,0.731545064,0.66231982,0.411039552
15000US060371200202,609,0.700738916,0.651149927,0.347454222
15000US060371200301,961,0.715400624,0.602641737,0.29079459
15000US060371201031,1399,0.727126519,0.5747625,0.261051857
15000US060371201041,1078,0.669758813,0.645753425,0.29387754
15000US060371201051,747,0.703480589,0.601986395,0.273576454
15000US060371201052,209,0.660287081,0.644750499,0
15000US060371201061,2058,0.712099125,0.623598099,0.319925062
15000US060371201071,1597,0.716030056,0.583937443,0.26148364
15000US060371201081,867,0.657151096,0.613901869,0.228395598
15000US060371201082,971,0.705200824,0.608190149,0.285762665
15000US060371203001,248,0.721774194,0.667679012,0
15000US060371203002,516,0.639534884,0.616712803,0.208086331
15000US060371203003,343,0.684402332,0.598640429,0.242550742
15000US060371203004,598,0.663461538,0.650885276,0.29238716
15000US060371204001,1400,0.659285714,0.652314866,0.288388177
15000US060371204002,305,0.781967213,0.57797048,0.337696764
15000US060371204003,751,0.690745672,0.625194301,0.292416241
15000US060371204004,488,0.729508197,0.630242511,0.355294603
15000US060371210101,480,0.6578125,0.621588331,0.240698564
15000US060371210102,333,0.647897898,0.685253772,0.319724192
15000US060371210103,610,0.736065574,0.620814558,0.348972595
15000US060371210104,130,0.596153846,0.618413926,0
15000US060371210201,420,0.707142857,0.560568862,0.21257507
15000US060371210202,712,0.666081461,0.621304864,0.251850108
15000US060371210203,299,0.745819398,0.64625,0
15000US060371211011,498,0.765060241,0.602952218,0.358735495
15000US060371211012,764,0.67604712,0.629081761,0.277637817
15000US060371211021,252,0.685515873,0.662108434,0
15000US060371211022,135,0.655555556,0.647719665,0
15000US060371211023,426,0.665492958,0.675442308,0.332174311
15000US060371212101,702,0.678062678,0.649075875,0.31102934
15000US060371212102,340,0.8,0.64718663,0.485890689
15000US060371212211,308,0.732954545,0.632852113,0.364494888
15000US060371212212,639,0.668231612,0.616606607,0.24778772
15000US060371212221,1652,0.690223971,0.574738646,0.213242043
15000US060371212222,184,0.720108696,0.578606965,0
15000US060371212223,349,0.711318052,0.606876513,0.29203776
15000US060371216001,667,0.622563718,0.674275362,0.26522843
15000US060371216002,257,0.671206226,0.671393841,0
15000US060371218011,1082,0.724584104,0.640593023,0.36519692
15000US060371218012,473,0.700845666,0.58130217,0.237352777
15000US060371218021,393,0.678117048,0.596322314,0.230535421
15000US060371218022,507,0.66913215,0.641426426,0.286444788
15000US060371218023,450,0.8,0.600363372,0.401520915
15000US060371219001,670,0.681343284,0.638541667,0.299659379
15000US060371219002,548,0.663777372,0.603688663,0.222288559
15000US060371219003,466,0.662553648,0.644858871,0.282062968
15000US060371220001,790,0.612341772,0.644088561,0.20807052
15000US060371220002,1091,0.691338222,0.635067935,0.308625208
15000US060371220003,442,0.787895928,0.637318612,0.450734787
15000US060371221201,822,0.698296837,0.601908549,0.26642546
15000US060371221202,860,0.716569767,0.604270153,0.29500974
15000US060371221211,565,0.692920354,0.601022013,0.257752911
15000US060371221212,358,0.670391061,0.631614256,0.273447637
15000US060371221221,212,0.608490566,0.55042735,0
15000US060371221222,245,0.736734694,0.583931398,0
15000US060371221223,444,0.775337838,0.559590164,0.296968617
15000US060371222001,571,0.649737303,0.575483871,0.161922202
15000US060371222002,756,0.686507937,0.604177928,0.253952204
15000US060371222003,257,0.676070039,0.58375,0
15000US060371224101,1076,0.714219331,0.625838264,0.326506702
15000US060371224102,438,0.717465753,0.565967213,0.234332349
15000US060371224201,553,0.684900542,0.650388548,0.323050888
15000US060371224202,1237,0.680072757,0.6235623,0.274887295
15000US060371230101,935,0.721925134,0.583797781,0.269009927
15000US060371230102,595,0.659663866,0.586165414,0.190659455
15000US060371230201,746,0.719168901,0.619633152,0.323432489
15000US060371230202,774,0.679909561,0.585460123,0.216308713
15000US060371231031,650,0.715,0.692088975,0.434299137
15000US060371231032,853,0.719812427,0.660662791,0.390850622
15000US060371231041,417,0.662470024,0.62587057,0.253608832
15000US060371231042,672,0.701264881,0.620886076,0.300424106
15000US060371231043,534,0.669475655,0.62976912,0.269363103
15000US060371232031,756,0.717592593,0.576624319,0.251718772
15000US060371232032,591,0.722081218,0.591343964,0.281488106
15000US060371232033,342,0.727339181,0.593298153,0.291692642
15000US060371232041,1029,0.683430515,0.610363967,0.259286703
15000US060371232042,305,0.713934426,0.650643432,0.365992502
15000US060371232051,733,0.669849932,0.613444284,0.245264157
15000US060371232052,409,0.708435208,0.637020057,0.336195511
15000US060371232061,1147,0.705754141,0.602204797,0.277006296
15000US060371233011,676,0.698594675,0.612704309,0.283816127
15000US060371233012,902,0.646341463,0.675643564,0.303331548
15000US060371233013,211,0.701421801,0.646493213,0
15000US060371233031,357,0.69047619,0.657304348,0.341974054
15000US060371233032,909,0.7389989,0.636301262,0.378851572
15000US060371233041,897,0.727146042,0.680732791,0.434633695
15000US060371233042,247,0.692307692,0.646804878,0
15000US060371233043,390,0.689102564,0.68177907,0.377927598
15000US060371234101,1311,0.678489703,0.636175387,0.291939175
15000US060371234102,346,0.74132948,0.712473282,0.509378487
15000US060371234201,931,0.6783029,0.633483927,0.287559567
15000US060371234202,479,0.627348643,0.673828571,0.271863987
15000US060371234203,305,0.793442623,0.658151042,0.495926663
15000US060371235101,1008,0.684027778,0.679917197,0.367266215
15000US060371235102,741,0.69197031,0.63761046,0.313492014
15000US060371235201,998,0.713426854,0.68775,0.424874646
15000US060371236011,517,0.70212766,0.656,0.357161049
15000US060371236012,496,0.634072581,0.684633745,0.297500301
15000US060371236013,938,0.702558635,0.667620339,0.376185924
15000US060371236021,808,0.721225248,0.680134298,0.424583436
15000US060371236022,206,0.724514563,0.741463415,0
15000US060371236023,190,0.661842105,0.677295082,0
15000US060371237001,203,0.667487685,0.642625369,0
15000US060371237002,356,0.764747191,0.648196721,0.436242923
15000US060371237003,487,0.637063655,0.723519737,0.357909692
15000US060371237004,278,0.818345324,0.670420561,0
15000US060371238001,879,0.775881684,0.622941822,0.408364563
15000US060371238002,898,0.636135857,0.709054142,0.335671453
15000US060371238003,810,0.652160494,0.701185744,0.349705547
15000US060371239011,1130,0.646017699,0.631864407,0.239137725
15000US060371239012,106,0.570754717,0.712899023,0
15000US060371239013,458,0.697598253,0.671209564,0.374366445
15000US060371239021,181,0.574585635,0.638418491,0
15000US060371239022,1039,0.695620789,0.725222222,0.456002836
15000US060371240001,572,0.689685315,0.763993289,0.506534908
15000US060371240002,569,0.577328647,0.748924051,0.293598838
15000US060371240003,545,0.698165138,0.767001953,0.525857955
15000US060371240004,222,0.765765766,0.763925373,0
15000US060371241021,986,0.663539554,0.682799145,0.340197488
15000US060371241022,447,0.639821029,0.697700535,0.325195133
15000US060371241023,488,0.702356557,0.699368687,0.426106375
15000US060371241031,222,0.772522523,0.628604651,0
15000US060371241032,671,0.720566319,0.617148148,0.32134969
15000US060371241041,963,0.703530633,0.64053152,0.334722723
15000US060371241042,244,0.632172131,0.6413382,0
15000US060371241051,602,0.671096346,0.654123288,0.308474326
15000US060371241052,566,0.743374558,0.636853933,0.386047997
15000US060371242011,361,0.720221607,0.681243316,0.424844997
15000US060371242012,420,0.648809524,0.597327707,0.192640986
15000US060371242013,417,0.681654676,0.577117117,0.20580072
15000US060371242031,433,0.696882217,0.601832669,0.264388549
15000US060371242032,753,0.677290837,0.615200486,0.258224251
15000US060371242041,760,0.7375,0.65400545,0.406111922
15000US060371242042,672,0.665922619,0.635958279,0.273606318
15000US060371243001,544,0.712316176,0.674933078,0.402590897
15000US060371243002,642,0.695482866,0.638462665,0.319871418
15000US060371243003,487,0.667864476,0.622153392,0.255621659
15000US060371244001,437,0.702517162,0.697021277,0.422645027
15000US060371244002,311,0.65192926,0.688854749,0.331233884
15000US060371244003,847,0.646399055,0.717993706,0.365077392
15000US060371245001,588,0.648809524,0.708594189,0.355239603
15000US060371245002,664,0.667921687,0.702297911,0.376270547
15000US060371246001,213,0.700704225,0.786372361,0
15000US060371246002,625,0.624,0.706074241,0.312101907
15000US060371246003,395,0.640506329,0.736510832,0.382261439
15000US060371247001,330,0.608333333,0.75304721,0.351548144
15000US060371247002,543,0.653314917,0.757679739,0.434659194
15000US060371247003,932,0.66389485,0.710105263,0.381575323
15000US060371247004,507,0.613412229,0.750913655,0.357214821
15000US060371249021,1190,0.689915966,0.687667965,0.388327592
15000US060371249031,1269,0.67572892,0.685218626,0.362625913
15000US060371249032,315,0.636507937,0.714305556,0.343794295
15000US060371251001,555,0.618468468,0.715429741,0.316337243
15000US060371251002,1743,0.648020654,0.691015527,0.328323326
15000US060371251003,309,0.639158576,0.753460208,0.404426117
15000US060371251004,308,0.742694805,0.763310696,0.596610622
15000US060371252001,1162,0.671901893,0.69195122,0.366908282
15000US060371252002,508,0.617125984,0.758959811,0.374679973
15000US060371252003,360,0.720138889,0.708663239,0.469193262
15000US060371253101,574,0.753919861,0.706039216,0.518657118
15000US060371253102,531,0.703389831,0.661260816,0.367360551
15000US060371253103,1527,0.679273084,0.715952583,0.41511748
15000US060371253201,1340,0.705783582,0.718689441,0.462218308
15000US060371253202,1729,0.638230191,0.690549928,0.312416078
15000US060371254011,981,0.669979613,0.72199187,0.409244518
15000US060371254012,1964,0.622836049,0.71659457,0.325009216
15000US060371254021,1144,0.625218531,0.74863079,0.373968283
15000US060371254022,247,0.696356275,0.685811404,0
15000US060371254023,1327,0.644687265,0.716989796,0.360851397
15000US060371255011,970,0.628608247,0.712269737,0.328202369
15000US060371255012,913,0.664019715,0.689864865,0.351503438
15000US060371255021,1347,0.645508537,0.725873954,0.375094437
15000US060371255022,397,0.624685139,0.721440262,0.334811608
15000US060371256001,236,0.585805085,0.732026359,0
15000US060371256002,279,0.637992832,0.736383602,0
15000US060371256003,310,0.683870968,0.721628223,0.431274177
15000US060371271021,714,0.738795518,0.62972973,0.367624906
15000US060371271022,1365,0.675641026,0.634761606,0.28570588
15000US060371271031,1323,0.67611489,0.65930565,0.323760147
15000US060371271041,801,0.693196005,0.654287063,0.341289737
15000US060371271042,734,0.68153951,0.661897555,0.335794364
15000US060371272101,523,0.662045889,0.598813906,0.212665204
15000US060371272102,750,0.666,0.626896552,0.260123997
15000US060371272103,1131,0.643678161,0.635699681,0.241368474
15000US060371272201,435,0.736206897,0.609864078,0.331012192
15000US060371272202,1169,0.703165098,0.647937677,0.345925027
15000US060371273001,771,0.620622568,0.647165605,0.22438483
15000US060371273002,1200,0.605416667,0.682310895,0.250144488
15000US060371274001,385,0.609090909,0.628409091,0.181844044
15000US060371274002,707,0.696605375,0.636265223,0.318037851
15000US060371274003,834,0.720923261,0.62958379,0.342038464
15000US060371274004,686,0.693877551,0.604610687,0.264657249
15000US060371275201,1162,0.705679862,0.581775148,0.24443393
15000US060371275202,730,0.662671233,0.632658023,0.264023189
15000US060371276031,745,0.673825503,0.597058824,0.225889133
15000US060371276032,507,0.66025641,0.639519726,0.27078637
15000US060371276041,1152,0.674696181,0.682017273,0.356167099
15000US060371276051,414,0.655797101,0.683222958,0.328916373
15000US060371276052,1528,0.696007853,0.613703428,0.281812525
15000US060371276061,452,0.674778761,0.703982301,0.38967719
15000US060371276062,866,0.63539261,0.635254503,0.228867983
15000US060371277111,982,0.721741344,0.655706997,0.385664735
15000US060371277112,284,0.606514085,0.697246892,0
15000US060371277121,429,0.694638695,0.649380098,0.335738525
15000US060371277122,750,0.665333333,0.640999049,0.280316129
15000US060371278031,714,0.722338936,0.615982143,0.321916642
15000US060371278032,846,0.685283688,0.644806071,0.314995624
15000US060371278041,1762,0.654086266,0.69402746,0.342201152
15000US060371278051,414,0.688405797,0.603797814,0.25594547
15000US060371278052,596,0.632969799,0.639397363,0.231307734
15000US060371278053,418,0.721889952,0.624873016,0.335749805
15000US060371278061,624,0.675480769,0.603462133,0.237857211
15000US060371278062,220,0.572727273,0.65442623,0
15000US060371278063,507,0.626232742,0.700136519,0.307277573
15000US060371279101,682,0.681085044,0.612458172,0.259274857
15000US060371279102,1318,0.703528073,0.623354633,0.307500717
15000US060371279201,758,0.675131926,0.625975207,0.271617145
15000US060371279202,797,0.647427854,0.63375,0.243894259
15000US060371281011,971,0.665293512,0.674651484,0.330685861
15000US060371281012,534,0.64747191,0.637335375,0.249185811
15000US060371281021,1404,0.690349003,0.607289244,0.264017
15000US060371281022,831,0.709687124,0.626475155,0.321136127
15000US060371282101,1438,0.71418637,0.61107438,0.302711124
