,GEOID,B03002e1,B03002m1,B03002e2,B03002m2,B03002e3,B03002m3,B03002e4,B03002m4,B03002e5,B03002m5,B03002e6,B03002m6,B03002e7,B03002m7,B03002e8,B03002m8,B03002e9,B03002m9,B03002e10,B03002m10,B03002e11,B03002m11,B03002e12,B03002m12,B03002e13,B03002m13,B03002e14,B03002m14,B03002e15,B03002m15,B03002e16,B03002m16,B03002e17,B03002m17,B03002e18,B03002m18,B03002e19,B03002m19,B03002e20,B03002m20,B03002e21,B03002m21,B03003e1,B03003m1,B03003e2,B03003m2,B03003e3,B03003m3,OBJECTID
440,15000US060014240022,1233,241,917,175,498,183,294,114,0,12,72,40,0,12,4,6,49,38,0,12,49,38,316,234,12,15,14,24,7,10,0,12,0,12,206,217,77,74,16,17,61,74,1233,241,917,175,316,234,443
441,15000US060014251011,299,85,281,84,203,73,0,12,0,12,67,48,0,12,0,12,11,17,0,12,11,17,18,20,8,13,0,12,0,12,0,12,0,12,0,12,10,15,10,15,0,12,299,85,281,84,18,20,444
442,15000US060014251012,1311,182,1286,182,732,168,137,108,6,10,334,122,8,13,0,12,69,59,43,52,26,30,25,23,25,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1311,182,1286,182,25,23,445
443,15000US060014251021,1071,163,959,174,407,139,107,98,0,12,331,123,40,59,0,12,74,54,0,12,74,54,112,68,49,42,0,12,0,12,11,19,0,12,27,32,25,41,0,12,25,41,1071,163,959,174,112,68,446
444,15000US060014251022,1339,232,1282,225,570,144,63,88,4,8,555,166,0,12,0,12,90,73,0,12,90,73,57,57,28,29,0,12,0,12,29,47,0,12,0,12,0,12,0,12,0,12,1339,232,1282,225,57,57,447
445,15000US060014251023,670,191,606,162,309,123,69,76,0,12,215,79,0,12,0,12,13,20,0,12,13,20,64,83,38,57,0,12,0,12,9,14,0,12,17,26,0,12,0,12,0,12,670,191,606,162,64,83,448
446,15000US060014251031,789,169,737,165,364,124,27,24,0,12,278,134,0,12,0,12,68,79,0,12,68,79,52,46,45,45,0,12,0,12,0,12,0,12,0,12,7,11,7,11,0,12,789,169,737,165,52,46,449
447,15000US060014251032,879,167,852,166,426,125,34,51,0,12,318,123,0,12,7,13,67,49,11,17,56,46,27,24,27,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,879,167,852,166,27,24,450
448,15000US060014251033,1392,308,1092,255,476,133,289,157,0,12,149,103,0,12,0,12,178,177,0,12,178,177,300,251,33,34,24,37,114,180,0,12,0,12,129,169,0,12,0,12,0,12,1392,308,1092,255,300,251,451
449,15000US060014251041,1922,255,1553,253,609,194,638,188,0,12,281,132,0,12,0,12,25,32,0,12,25,32,369,197,69,60,27,41,9,15,0,12,0,12,183,170,81,95,76,96,5,10,1922,255,1553,253,369,197,452
450,15000US060014251042,1439,201,1218,205,595,146,239,99,0,12,223,100,0,12,0,12,161,133,0,12,161,133,221,113,104,54,0,12,21,33,7,13,0,12,72,102,17,26,17,26,0,12,1439,201,1218,205,221,113,453
451,15000US060014261001,1511,377,1470,382,1192,288,0,12,13,21,139,105,0,12,0,12,126,126,0,12,126,126,41,67,41,67,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1511,377,1470,382,41,67,454
452,15000US060014261002,582,274,567,270,466,257,0,12,0,12,101,134,0,12,0,12,0,12,0,12,0,12,15,24,0,12,0,12,0,12,0,12,0,12,0,12,15,24,15,24,0,12,582,274,567,270,15,24,455
453,15000US060014261003,1118,379,1038,369,635,193,35,49,0,12,345,368,0,12,0,12,23,31,0,12,23,31,80,123,20,31,0,12,0,12,0,12,0,12,0,12,60,92,0,12,60,92,1118,379,1038,369,80,123,456
454,15000US060014261004,990,202,976,206,779,182,0,12,0,12,155,146,0,12,0,12,42,70,0,12,42,70,14,22,14,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,990,202,976,206,14,22,457
455,15000US060014261005,1260,274,1166,264,846,233,33,47,0,12,270,225,0,12,0,12,17,28,0,12,17,28,94,101,14,23,0,12,0,12,0,12,0,12,52,87,28,41,0,12,28,41,1260,274,1166,264,94,101,458
456,15000US060014261006,832,247,832,247,647,224,0,12,0,12,146,131,0,12,0,12,39,63,0,12,39,63,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,832,247,832,247,0,12,459
457,15000US060014262001,1576,255,1491,248,1067,206,26,40,0,12,341,160,0,12,0,12,57,53,0,12,57,53,85,63,79,63,0,12,0,12,0,12,0,12,0,12,6,12,6,12,0,12,1576,255,1491,248,85,63,460
458,15000US060014262002,2198,263,2053,268,1388,206,23,38,6,9,374,106,0,12,0,12,262,136,0,12,262,136,145,109,145,109,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2198,263,2053,268,145,109,461
459,15000US060014262003,1134,196,976,185,707,175,25,39,0,12,147,79,6,9,0,12,91,57,0,12,91,57,158,125,36,39,0,12,0,12,0,12,0,12,11,17,111,99,0,12,111,99,1134,196,976,185,158,125,462
460,15000US060014271001,1068,248,929,243,624,180,134,117,11,16,122,105,10,26,0,12,28,35,0,12,28,35,139,86,80,61,0,12,0,12,9,15,0,12,22,34,28,33,0,12,28,33,1068,248,929,243,139,86,463
461,15000US060014271002,759,120,737,128,624,145,0,12,0,12,74,55,0,12,6,11,33,34,0,12,33,34,22,24,22,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,759,120,737,128,22,24,464
462,15000US060014271003,1732,179,1635,170,1133,159,66,49,0,12,337,94,29,47,13,20,57,45,0,12,57,45,97,63,36,31,0,12,0,12,0,12,0,12,0,12,61,54,34,37,27,29,1732,179,1635,170,97,63,465
463,15000US060014272001,897,218,802,237,516,178,77,91,13,18,178,200,0,12,18,22,0,12,0,12,0,12,95,89,12,13,13,23,0,12,0,12,0,12,18,23,52,85,52,85,0,12,897,218,802,237,95,89,466
464,15000US060014272002,1771,348,1312,296,560,153,28,47,7,12,488,234,64,53,0,12,165,115,0,12,165,115,459,206,332,163,0,12,0,12,0,12,0,12,71,66,56,63,11,19,45,57,1771,348,1312,296,459,206,467
465,15000US060014272003,935,344,589,188,274,98,78,100,0,12,54,49,106,115,0,12,77,89,0,12,77,89,346,336,68,62,0,12,28,34,0,12,0,12,250,315,0,12,0,12,0,12,935,344,589,188,346,336,468
466,15000US060014272004,534,182,439,169,349,169,0,12,0,12,85,61,0,12,0,12,5,9,0,12,5,9,95,91,41,46,0,12,0,12,0,12,0,12,54,72,0,12,0,12,0,12,534,182,439,169,95,91,469
467,15000US060014272005,75,19,75,19,58,27,17,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,75,19,75,19,0,12,470
468,15000US060014273001,1496,246,1087,232,752,152,22,25,0,12,280,205,0,12,0,12,33,32,14,23,19,22,409,155,248,142,0,12,0,12,0,12,0,12,45,58,116,84,16,28,100,95,1496,246,1087,232,409,155,471
469,15000US060014273002,1113,243,1042,234,402,112,142,126,0,12,454,156,0,12,0,12,44,40,0,12,44,40,71,86,18,20,0,12,0,12,0,12,0,12,53,84,0,12,0,12,0,12,1113,243,1042,234,71,86,472
470,15000US060014273003,1274,233,1152,173,408,126,178,76,0,12,419,155,23,26,0,12,124,82,0,12,124,82,122,195,0,12,0,12,0,12,0,12,0,12,122,195,0,12,0,12,0,12,1274,233,1152,173,122,195,473
471,15000US060014273004,883,191,806,199,222,92,11,17,0,12,573,209,0,12,0,12,0,12,0,12,0,12,77,76,9,15,0,12,42,72,0,12,0,12,0,12,26,39,26,39,0,12,883,191,806,199,77,76,474
472,15000US060014273005,652,189,585,193,110,56,93,71,4,7,297,160,0,12,0,12,81,68,0,12,81,68,67,84,20,28,0,12,0,12,32,53,0,12,0,12,15,27,0,12,15,27,652,189,585,193,67,84,475
473,15000US060014276001,2732,480,2437,525,710,306,592,278,0,12,1008,394,35,56,0,12,92,104,0,12,92,104,295,186,159,157,17,25,0,12,29,31,0,12,32,30,58,72,58,72,0,12,2732,480,2437,525,295,186,476
474,15000US060014276002,2324,406,2026,374,420,154,615,380,0,12,815,207,0,12,0,12,176,133,23,36,153,135,298,161,130,82,0,12,0,12,0,12,0,12,126,144,42,60,0,12,42,60,2324,406,2026,374,298,161,477
475,15000US060014276003,701,198,683,198,159,89,167,120,0,12,178,113,40,44,0,12,139,121,0,12,139,121,18,30,0,12,0,12,0,12,18,30,0,12,0,12,0,12,0,12,0,12,701,198,683,198,18,30,478
476,15000US060014277001,884,366,837,356,250,140,185,245,0,12,357,225,0,12,0,12,45,70,45,70,0,12,47,61,43,41,0,12,0,12,0,12,0,12,4,43,0,12,0,12,0,12,884,366,837,356,47,61,479
477,15000US060014277002,2322,403,1940,422,1248,273,113,104,0,12,377,251,13,22,0,12,189,140,0,12,189,140,382,193,148,83,0,12,0,12,0,12,0,12,234,153,0,12,0,12,0,12,2322,403,1940,422,382,193,480
478,15000US060014277003,1062,259,934,272,547,165,68,64,0,12,144,95,0,12,0,12,175,238,0,12,175,238,128,95,67,74,11,17,0,12,0,12,0,12,50,59,0,12,0,12,0,12,1062,259,934,272,128,95,481
479,15000US060014277004,845,211,777,210,606,186,32,53,0,12,130,90,0,12,0,12,9,15,0,12,9,15,68,56,40,45,0,12,0,12,15,25,0,12,13,24,0,12,0,12,0,12,845,211,777,210,68,56,482
480,15000US060014278001,1059,349,908,333,373,138,115,87,18,27,317,294,0,12,10,16,75,75,14,22,61,71,151,128,151,128,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1059,349,908,333,151,128,483
481,15000US060014278002,976,206,976,206,819,214,42,58,0,12,53,57,0,12,0,12,62,53,8,15,54,59,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,976,206,976,206,0,12,484
482,15000US060014278003,747,235,747,235,530,198,0,12,0,12,118,116,0,12,0,12,99,111,0,12,99,111,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,747,235,747,235,0,12,485
483,15000US060014278004,800,274,723,278,353,133,16,25,0,12,262,270,9,15,0,12,83,86,0,12,83,86,77,90,38,63,0,12,0,12,0,12,0,12,39,62,0,12,0,12,0,12,800,274,723,278,77,90,486
484,15000US060014278005,1226,449,952,358,457,323,17,26,0,12,335,151,0,12,0,12,143,119,0,12,143,119,274,187,120,158,11,19,0,12,13,20,0,12,75,83,55,69,41,64,14,22,1226,449,952,358,274,187,487
485,15000US060014279001,847,290,748,273,344,133,82,87,0,12,285,235,0,12,0,12,37,41,0,12,37,41,99,98,41,45,0,12,0,12,0,12,0,12,39,60,19,31,0,12,19,31,847,290,748,273,99,98,488
486,15000US060014279002,1438,424,1233,386,837,272,0,12,14,24,283,258,0,12,0,12,99,90,0,12,99,90,205,199,74,92,0,12,0,12,0,12,0,12,131,177,0,12,0,12,0,12,1438,424,1233,386,205,199,489
487,15000US060014279003,706,185,657,190,449,157,74,80,0,12,112,90,0,12,0,12,22,35,0,12,22,35,49,56,0,12,0,12,0,12,0,12,0,12,33,46,16,26,16,26,0,12,706,185,657,190,49,56,490
488,15000US060014279004,603,268,603,268,337,161,101,169,7,11,101,90,0,12,0,12,57,94,40,66,17,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,603,268,603,268,0,12,491
489,15000US060014279005,1584,307,1210,292,438,163,142,129,0,12,528,235,0,12,0,12,102,73,0,12,102,73,374,148,91,66,162,176,0,12,0,12,0,12,17,31,104,106,0,12,104,106,1584,307,1210,292,374,148,492
490,15000US060014280001,598,230,313,129,112,58,34,53,0,12,142,94,0,12,0,12,25,29,0,12,25,29,285,218,155,153,0,12,0,12,0,12,0,12,130,160,0,12,0,12,0,12,598,230,313,129,285,218,493
491,15000US060014280002,2424,381,2177,367,840,170,201,174,0,12,934,354,0,12,0,12,202,132,0,12,202,132,247,128,176,115,5,10,0,12,0,12,0,12,26,29,40,31,14,18,26,28,2424,381,2177,367,247,128,494
492,15000US060014281001,1642,259,1465,256,895,185,33,50,0,12,449,217,19,24,0,12,69,70,0,12,69,70,177,126,43,46,0,12,0,12,0,12,0,12,75,96,59,78,59,78,0,12,1642,259,1465,256,177,126,495
493,15000US060014281002,1033,171,859,158,680,142,0,12,0,12,101,82,0,12,34,54,44,44,0,12,44,44,174,88,109,72,0,12,0,12,0,12,9,16,26,33,30,36,30,36,0,12,1033,171,859,158,174,88,496
494,15000US060014281003,1227,182,1080,211,659,147,44,43,0,12,295,156,0,12,48,54,34,45,0,12,34,45,147,103,16,17,2,4,0,12,8,12,0,12,32,36,89,97,71,96,18,21,1227,182,1080,211,147,103,497
495,15000US060014281004,935,205,822,203,619,166,9,14,5,9,169,147,0,12,0,12,20,32,0,12,20,32,113,76,101,71,0,12,0,12,0,12,0,12,12,17,0,12,0,12,0,12,935,205,822,203,113,76,498
496,15000US060014282001,1329,356,1071,340,682,265,45,66,0,12,290,185,25,37,0,12,29,42,0,12,29,42,258,180,195,170,0,12,0,12,0,12,0,12,63,118,0,12,0,12,0,12,1329,356,1071,340,258,180,499
497,15000US060014282002,1832,354,1800,354,1123,243,137,114,0,12,481,262,17,28,0,12,42,66,0,12,42,66,32,38,11,18,0,12,0,12,0,12,0,12,21,34,0,12,0,12,0,12,1832,354,1800,354,32,38,500
498,15000US060014282003,872,251,719,251,376,157,150,138,0,12,145,107,0,12,0,12,48,54,32,49,16,26,153,164,0,12,0,12,0,12,0,12,0,12,142,164,11,18,0,12,11,18,872,251,719,251,153,164,501
499,15000US060014282004,1256,274,1098,271,492,180,48,55,0,12,493,229,0,12,0,12,65,87,0,12,65,87,158,107,51,45,0,12,0,12,0,12,0,12,50,49,57,68,0,12,57,68,1256,274,1098,271,158,107,502
500,15000US060014282005,1050,345,1008,353,815,307,0,12,0,12,149,132,0,12,0,12,44,68,0,12,44,68,42,34,42,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1050,345,1008,353,42,34,503
501,15000US060014283011,2248,412,1974,356,787,196,45,56,0,12,943,327,0,12,0,12,199,146,0,12,199,146,274,189,0,12,0,12,0,12,128,188,0,12,102,117,44,67,44,67,0,12,2248,412,1974,356,274,189,504
502,15000US060014283012,1044,325,913,303,385,151,32,27,0,12,408,331,0,12,0,12,88,91,0,12,88,91,131,138,131,138,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1044,325,913,303,131,138,505
503,15000US060014283013,824,317,664,242,320,151,76,121,0,12,158,138,0,12,0,12,110,96,0,12,110,96,160,175,160,175,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,824,317,664,242,160,175,506
504,15000US060014283014,2861,399,2712,391,577,177,0,12,11,20,1808,482,0,12,189,275,127,126,0,12,127,126,149,137,60,82,0,12,0,12,40,78,0,12,0,12,49,74,0,12,49,74,2861,399,2712,391,149,137,507
505,15000US060014283021,2504,409,2451,405,754,207,154,118,0,12,1243,353,0,12,36,56,264,172,0,12,264,172,53,63,31,52,0,12,0,12,0,12,0,12,0,12,22,34,0,12,22,34,2504,409,2451,405,53,63,508
506,15000US060014283022,2424,320,2327,317,1328,320,54,86,0,12,759,284,66,75,0,12,120,115,0,12,120,115,97,100,97,100,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2424,320,2327,317,97,100,509
507,15000US060014283023,2276,398,1919,396,1007,324,69,66,0,12,778,261,0,12,32,55,33,42,0,12,33,42,357,153,174,185,0,12,0,12,0,12,0,12,183,140,0,12,0,12,0,12,2276,398,1919,396,357,153,510
508,15000US060014284001,1993,310,1614,308,810,143,151,91,0,12,549,245,0,12,4,6,100,66,21,36,79,58,379,200,209,113,0,12,22,33,0,12,0,12,142,178,6,18,6,18,0,12,1993,310,1614,308,379,200,511
509,15000US060014284002,920,243,762,229,345,118,0,12,11,16,372,221,19,29,0,12,15,24,0,12,15,24,158,95,111,77,0,12,0,12,0,12,0,12,39,49,8,13,0,12,8,13,920,243,762,229,158,95,512
510,15000US060014284003,1494,322,1394,304,792,226,113,107,0,12,461,263,0,12,0,12,28,25,0,12,28,25,100,89,84,74,0,12,0,12,0,12,0,12,8,35,8,14,0,12,8,14,1494,322,1394,304,100,89,513
511,15000US060014285001,2451,248,2172,246,875,166,100,70,0,12,963,202,8,14,0,12,226,103,0,12,226,103,279,141,144,112,0,12,0,12,0,12,0,12,86,68,49,39,12,20,37,35,2451,248,2172,246,279,141,514
512,15000US060014285002,697,157,630,150,496,159,19,19,0,12,51,37,0,12,23,35,41,47,0,12,41,47,67,57,30,35,0,12,0,12,0,12,0,12,37,46,0,12,0,12,0,12,697,157,630,150,67,57,515
513,15000US060014286001,1673,247,1569,225,583,136,162,195,18,30,761,173,0,12,0,12,45,37,0,12,45,37,104,71,35,54,0,12,0,12,16,25,0,12,3,7,50,54,30,46,20,31,1673,247,1569,225,104,71,516
514,15000US060014286002,475,137,406,136,235,73,58,70,9,13,61,47,0,12,0,12,43,61,0,12,43,61,69,76,32,36,0,12,8,14,0,12,0,12,0,12,29,60,29,60,0,12,475,137,406,136,69,76,517
515,15000US060014286003,1079,194,1056,195,466,123,118,80,7,11,300,130,0,12,0,12,165,151,0,12,165,151,23,18,0,12,0,12,0,12,0,12,0,12,23,18,0,12,0,12,0,12,1079,194,1056,195,23,18,518
516,15000US060014287001,2872,242,2654,244,830,134,313,135,0,12,1416,246,5,8,0,12,90,68,0,12,90,68,218,83,135,91,0,12,0,12,23,35,0,12,53,36,7,12,0,12,7,12,2872,242,2654,244,218,83,519
517,15000US060014287002,1331,217,1076,235,477,176,370,186,0,12,109,89,62,86,0,12,58,44,8,16,50,44,255,106,84,69,0,12,14,20,0,12,0,12,130,90,27,28,14,23,13,19,1331,217,1076,235,255,106,520
518,15000US060014301011,1309,267,1143,241,326,117,20,33,9,15,749,269,0,12,0,12,39,49,0,12,39,49,166,212,151,212,0,12,0,12,0,12,0,12,0,12,15,23,15,23,0,12,1309,267,1143,241,166,212,521
519,15000US060014301012,2123,352,1885,324,845,277,18,27,0,12,1001,283,0,12,0,12,21,33,0,12,21,33,238,117,182,111,0,12,0,12,0,12,0,12,56,53,0,12,0,12,0,12,2123,352,1885,324,238,117,522
520,15000US060014301013,3598,518,3452,483,1242,388,132,138,0,12,1673,423,33,37,0,12,372,247,0,12,372,247,146,97,36,54,0,12,0,12,30,52,0,12,52,72,28,44,0,12,28,44,3598,518,3452,483,146,97,523
521,15000US060014301021,2224,143,1953,163,1325,146,71,43,3,4,410,68,0,12,34,51,110,42,9,10,101,43,271,128,240,121,0,12,5,8,0,12,0,12,15,17,11,12,11,12,0,12,2224,143,1953,163,271,128,524
522,15000US060014302001,1885,361,1579,274,1009,236,65,109,0,12,388,180,1,3,46,72,70,65,0,12,70,65,306,359,245,289,0,12,14,24,0,12,0,12,47,76,0,12,0,12,0,12,1885,361,1579,274,306,359,525
523,15000US060014302002,935,283,921,283,614,225,0,12,42,58,178,118,0,12,0,12,87,87,0,12,87,87,14,23,14,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,935,283,921,283,14,23,526
524,15000US060014302003,811,303,687,285,605,322,33,52,0,12,49,69,0,12,0,12,0,12,0,12,0,12,124,126,70,106,0,12,0,12,38,61,0,12,0,12,16,25,16,25,0,12,811,303,687,285,124,126,527
525,15000US060014302004,1642,374,1524,376,1203,414,0,12,14,23,234,147,0,12,73,111,0,12,0,12,0,12,118,119,86,108,0,12,0,12,0,12,0,12,32,51,0,12,0,12,0,12,1642,374,1524,376,118,119,528
526,15000US060014302005,1428,285,1247,304,791,243,31,24,19,29,343,268,0,12,0,12,63,69,23,38,40,38,181,140,141,136,0,12,0,12,0,12,0,12,40,42,0,12,0,12,0,12,1428,285,1247,304,181,140,529
527,15000US060014303001,1354,218,1107,160,762,146,5,10,7,10,277,151,0,12,0,12,56,50,0,12,56,50,247,127,33,31,0,12,15,23,0,12,0,12,133,105,66,90,0,12,66,90,1354,218,1107,160,247,127,530
528,15000US060014303002,1450,328,1395,326,682,191,425,367,0,12,210,107,0,12,0,12,78,74,0,12,78,74,55,38,42,34,0,12,0,12,0,12,0,12,13,20,0,12,0,12,0,12,1450,328,1395,326,55,38,531
529,15000US060014303003,1023,209,863,189,676,178,0,12,0,12,187,183,0,12,0,12,0,12,0,12,0,12,160,108,61,83,0,12,0,12,0,12,0,12,99,85,0,12,0,12,0,12,1023,209,863,189,160,108,532
530,15000US060014304001,870,138,753,143,548,118,0,12,0,12,137,77,10,14,0,12,58,48,0,12,58,48,117,61,41,24,0,12,0,12,0,12,0,12,20,16,56,43,0,12,56,43,870,138,753,143,117,61,533
531,15000US060014304002,1231,204,981,177,635,133,6,9,0,12,305,125,0,12,0,12,35,34,0,12,35,34,250,175,122,100,0,12,0,12,97,121,0,12,13,20,18,27,18,27,0,12,1231,204,981,177,250,175,534
532,15000US060014305001,2860,485,1838,352,714,221,510,228,13,17,563,280,4,9,9,19,25,28,0,12,25,28,1022,392,852,398,99,124,0,12,0,12,0,12,69,66,2,5,0,12,2,5,2860,485,1838,352,1022,392,535
533,15000US060014305002,1408,394,1115,347,379,153,173,137,8,14,339,224,23,25,0,12,193,186,0,12,193,186,293,197,189,151,0,12,14,24,0,12,0,12,90,115,0,12,0,12,0,12,1408,394,1115,347,293,197,536
534,15000US060014305003,1737,433,1351,423,502,185,273,240,0,12,363,282,148,220,0,12,65,75,0,12,65,75,386,278,269,234,0,12,0,12,0,12,0,12,107,118,10,16,0,12,10,16,1737,433,1351,423,386,278,537
535,15000US060014306001,1041,311,633,193,393,159,0,12,0,12,174,172,28,48,0,12,38,49,0,12,38,49,408,262,159,186,0,12,0,12,0,12,0,12,74,89,175,139,22,38,153,127,1041,311,633,193,408,262,538
536,15000US060014306002,1013,337,833,280,519,175,31,48,9,13,180,206,75,99,0,12,19,18,0,12,19,18,180,174,112,143,0,12,0,12,0,12,0,12,0,12,68,106,0,12,68,106,1013,337,833,280,180,174,539
537,15000US060014306003,3042,634,2917,636,1236,366,461,510,0,12,1068,348,0,12,0,12,152,130,0,12,152,130,125,110,60,46,0,12,0,12,42,66,0,12,3,13,20,27,5,16,15,23,3042,634,2917,636,125,110,540
538,15000US060014306004,935,368,715,235,446,171,1,3,0,12,238,161,0,12,0,12,30,39,0,12,30,39,220,266,219,266,0,12,0,12,0,12,0,12,1,2,0,12,0,12,0,12,935,368,715,235,220,266,541
539,15000US060014307001,805,199,692,163,615,155,30,36,0,12,32,52,0,12,0,12,15,21,0,12,15,21,113,95,10,16,17,23,0,12,0,12,0,12,33,37,53,57,27,43,26,37,805,199,692,163,113,95,542
540,15000US060014307002,1702,296,1534,268,880,197,81,62,0,12,420,207,0,12,0,12,153,117,0,12,153,117,168,133,122,118,0,12,0,12,0,12,0,12,9,22,37,53,0,12,37,53,1702,296,1534,268,168,133,543
541,15000US060014307003,1559,282,1177,209,943,221,2,6,0,12,186,118,0,12,0,12,46,32,9,14,37,31,382,257,343,258,0,12,0,12,0,12,0,12,39,41,0,12,0,12,0,12,1559,282,1177,209,382,257,544
542,15000US060014308001,713,300,430,184,291,171,0,12,0,12,115,94,0,12,0,12,24,38,0,12,24,38,283,285,90,122,0,12,0,12,0,12,0,12,193,294,0,12,0,12,0,12,713,300,430,184,283,285,545
543,15000US060014308002,1097,342,867,303,678,231,27,32,0,12,162,193,0,12,0,12,0,12,0,12,0,12,230,233,214,229,0,12,0,12,0,12,0,12,0,12,16,25,0,12,16,25,1097,342,867,303,230,233,546
544,15000US060014308003,2225,601,1662,423,1098,288,15,24,0,12,400,373,37,44,0,12,112,93,0,12,112,93,563,388,291,329,0,12,66,94,0,12,0,12,64,109,142,204,0,12,142,204,2225,601,1662,423,563,388,547
545,15000US060014308004,2091,568,1573,419,642,275,49,44,0,12,818,372,39,47,0,12,25,29,0,12,25,29,518,491,481,493,0,12,13,25,0,12,0,12,12,20,12,19,12,19,0,12,2091,568,1573,419,518,491,548
546,15000US060014309001,1913,312,1501,290,963,235,143,104,0,12,272,159,9,22,0,12,114,79,9,17,105,79,412,202,157,92,77,87,43,61,0,12,0,12,135,124,0,12,0,12,0,12,1913,312,1501,290,412,202,549
547,15000US060014309002,3027,407,2264,352,1187,321,391,211,8,12,542,159,15,25,39,60,82,62,8,14,74,60,763,233,443,198,30,44,0,12,9,14,0,12,157,117,124,87,61,69,63,53,3027,407,2264,352,763,233,550
548,15000US060014310001,1067,224,737,185,419,148,41,40,0,12,241,130,13,21,0,12,23,23,11,16,12,18,330,203,292,204,0,12,0,12,0,12,0,12,8,13,30,50,0,12,30,50,1067,224,737,185,330,203,551
549,15000US060014310002,1775,300,1236,276,593,181,15,24,0,12,419,172,34,36,0,12,175,153,0,12,175,153,539,227,447,225,29,50,0,12,0,12,29,39,34,38,0,12,0,12,0,12,1775,300,1236,276,539,227,552
550,15000US060014311001,1301,242,892,200,547,131,109,178,0,12,173,79,0,12,14,23,49,35,0,12,49,35,409,144,245,126,0,12,0,12,10,17,0,12,74,78,80,58,55,55,25,35,1301,242,892,200,409,144,553
551,15000US060014311002,2096,337,1383,252,703,165,282,123,0,12,180,118,44,77,0,12,174,145,0,12,174,145,713,227,524,235,0,12,0,12,0,12,0,12,163,133,26,23,16,18,10,14,2096,337,1383,252,713,227,554
552,15000US060014312001,1096,345,1006,348,659,192,33,38,0,12,299,275,0,12,0,12,15,27,0,12,15,27,90,91,55,53,0,12,0,12,0,12,0,12,35,68,0,12,0,12,0,12,1096,345,1006,348,90,91,555
553,15000US060014312002,2593,565,1785,389,701,290,609,271,14,23,361,226,0,12,0,12,100,76,0,12,100,76,808,417,579,439,0,12,45,65,0,12,0,12,38,48,146,210,0,12,146,210,2593,565,1785,389,808,417,556
554,15000US060014312003,2074,458,1760,374,1153,265,171,143,0,12,390,221,15,23,0,12,31,60,0,12,31,60,314,208,197,163,53,88,0,12,0,12,0,12,24,35,40,69,40,69,0,12,2074,458,1760,374,314,208,557
555,15000US060014321001,1556,271,1120,258,528,138,228,179,6,9,211,105,0,12,25,30,122,88,11,16,111,86,436,162,79,81,27,47,9,15,9,14,0,12,275,150,37,45,9,15,28,36,1556,271,1120,258,436,162,558
556,15000US060014321002,1145,259,1007,250,316,94,301,176,0,12,296,202,0,12,0,12,94,79,0,12,94,79,138,116,51,43,0,12,0,12,0,12,0,12,74,106,13,21,0,12,13,21,1145,259,1007,250,138,116,559
557,15000US060014321003,982,184,857,161,619,146,65,50,0,12,109,54,0,12,0,12,64,63,0,12,64,63,125,91,69,74,0,12,0,12,0,12,0,12,24,26,32,36,16,25,16,25,982,184,857,161,125,91,560
558,15000US060014322001,921,203,586,149,300,101,107,86,0,12,149,80,14,28,0,12,16,21,0,12,16,21,335,196,201,156,0,12,3,6,0,12,0,12,129,168,2,7,0,12,2,7,921,203,586,149,335,196,561
559,15000US060014322002,938,205,653,221,273,124,221,166,0,12,150,84,0,12,9,15,0,12,0,12,0,12,285,148,220,139,0,12,20,24,0,12,0,12,35,45,10,14,10,14,0,12,938,205,653,221,285,148,562
560,15000US060014322003,2376,340,1794,323,902,176,414,252,7,11,173,106,13,19,39,59,246,170,10,15,236,174,582,214,329,203,0,12,17,31,0,12,30,47,122,116,84,94,75,93,9,14,2376,340,1794,323,582,214,563
561,15000US060014323001,1324,298,648,215,361,164,41,39,0,12,186,111,0,12,0,12,60,51,0,12,60,51,676,270,331,169,0,12,0,12,0,12,0,12,335,227,10,17,10,17,0,12,1324,298,648,215,676,270,564
562,15000US060014323002,1045,285,425,154,196,87,80,113,0,12,105,83,0,12,0,12,44,52,0,12,44,52,620,290,293,294,0,12,0,12,0,12,0,12,301,320,26,24,17,19,9,15,1045,285,425,154,620,290,565
